checksum,timestamp,gps_lon,gps_lat,therm_reading,therm_voltage,therm_resistance,therm_temp,motor_speed,gps_speed,bms_faults,bms_current,bms_open_voltage,bms_summed_voltage,bms_supply_12v,bms_high_cell_volt,bms_low_cell_volt,bms_high_cell_id,bms_low_cell_id,bms_high_temp,bms_low_temp,bms_high_therm_id,bms_low_therm_id,bms_soc,bms_fan_speed,sent
52586,858492,0.0,0.0,476,1.533984375,11512.605042016807,21.863399347059215,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFetGHwZDQAAAAAAAAAAANwBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
53726,859493,0.0,0.0,476,1.533984375,11512.605042016807,21.863399347059215,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFe0HGUdDQAAAAAAAAAAANwBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
61761,860494,0.0,0.0,476,1.533984375,11512.605042016807,21.863399347059215,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFefIE4hDQAAAAAAAAAAANwBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
54689,861495,0.0,0.0,474,1.5275390624999998,11603.37552742616,21.690459014456508,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFfgJDclDQAAAAAAAAAAANoBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
64848,862496,0.0,0.0,476,1.533984375,11512.605042016807,21.863399347059215,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFfxKCApDQAAAAAAAAAAANwBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
53647,863497,0.0,0.0,475,1.53076171875,11557.894736842107,21.776916097241838,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFffLAktDQAAAAAAAAAAANsBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
57516,864498,0.0,0.0,476,1.533984375,11512.605042016807,21.863399347059215,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFcjMfIwDQAAAAAAAAAAANwBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
54689,865499,0.0,0.0,475,1.53076171875,11557.894736842107,21.776916097241838,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFcNNds0DQAAAAAAAAAAANsBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
60596,866500,0.0,0.0,476,1.533984375,11512.605042016807,21.863399347059215,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFcVOcQ4DQAAAAAAAAAAANwBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
53710,867501,0.0,0.0,474,1.5275390624999998,11603.37552742616,21.690459014456508,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFd6Pa08DQAAAAAAAAAAANoBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
