checksum,timestamp,gps_lon,gps_lat,therm_reading,therm_voltage,therm_resistance,therm_temp,motor_speed,gps_speed,bms_faults,bms_current,bms_open_voltage,bms_summed_voltage,bms_supply_12v,bms_high_cell_volt,bms_low_cell_volt,bms_high_cell_id,bms_low_cell_id,bms_high_temp,bms_low_temp,bms_high_therm_id,bms_low_therm_id,bms_soc,bms_fan_speed,sent
65312,1267500,0.0,0.0,484,1.5597656249999998,11157.024793388431,22.55628891630613,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFfbVixXEwAAAAAAAAAAAOQBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
42434,1268501,0.0,0.0,484,1.5597656249999998,11157.024793388431,22.55628891630613,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFfiWhVbEwAAAAAAAAAAAOQBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
64203,1269502,0.0,0.0,484,1.5597656249999998,11157.024793388431,22.55628891630613,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFcJX/5eEwAAAAAAAAAAAOQBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
39386,1270503,0.0,0.0,485,1.56298828125,11113.402061855671,22.643038276407424,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFcRY+diEwAAAAAAAAAAAOUBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
65277,1271504,0.0,0.0,484,1.5597656249999998,11157.024793388431,22.55628891630613,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFcnZ9BmEwAAAAAAAAAAAOQBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
38323,1272505,0.0,0.0,484,1.5597656249999998,11157.024793388431,22.55628891630613,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFdOa7lqEwAAAAAAAAAAAOQBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
64231,1273506,0.0,0.0,485,1.56298828125,11113.402061855671,22.643038276407424,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFdUb6JuEwAAAAAAAAAAAOUBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
35226,1274507,0.0,0.0,485,1.56298828125,11113.402061855671,22.643038276407424,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFd9c4tyEwAAAAAAAAAAAOUBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
65048,1275508,0.0,0.0,485,1.56298828125,11113.402061855671,22.643038276407424,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFeCd3R2EwAAAAAAAAAAAOUBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
34227,1276509,0.0,0.0,485,1.56298828125,11113.402061855671,22.643038276407424,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFere116EwAAAAAAAAAAAOUBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
64003,1277510,0.0,0.0,485,1.56298828125,11113.402061855671,22.643038276407424,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFewf0Z+EwAAAAAAAAAAAOUBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
31194,1278511,0.0,0.0,485,1.56298828125,11113.402061855671,22.643038276407424,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFfZgy+CEwAAAAAAAAAAAOUBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
65079,1279512,0.0,0.0,486,1.5662109375,11069.958847736627,22.729820615972756,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFfthxiGEwAAAAAAAAAAAOYBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
30145,1280513,0.0,0.0,484,1.5597656249999998,11157.024793388431,22.55628891630613,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFf2iwGKEwAAAAAAAAAAAOQBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
63965,1281514,0.0,0.0,485,1.56298828125,11113.402061855671,22.643038276407424,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFccjOqNEwAAAAAAAAAAAOUBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
27134,1282515,0.0,0.0,483,1.5565429687499999,11200.828157349897,22.469571851566343,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFcjkNOREwAAAAAAAAAAAOMBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
64948,1283516,0.0,0.0,485,1.56298828125,11113.402061855671,22.643038276407424,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFdKlLyVEwAAAAAAAAAAAOUBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
26086,1284517,0.0,0.0,484,1.5597656249999998,11157.024793388431,22.55628891630613,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFdSmKWZEwAAAAAAAAAAAOQBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
63903,1285518,0.0,0.0,484,1.5597656249999998,11157.024793388431,22.55628891630613,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFd5nI6dEwAAAAAAAAAAAOQBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
22814,1286519,0.0,0.0,485,1.56298828125,11113.402061855671,22.643038276407424,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFeBoHehEwAAAAAAAAAAAOUBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
64905,1287520,0.0,0.0,484,1.5597656249999998,11157.024793388431,22.55628891630613,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFeXpGClEwAAAAAAAAAAAOQBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
21814,1288521,0.0,0.0,485,1.56298828125,11113.402061855671,22.643038276407424,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFe/qEmpEwAAAAAAAAAAAOUBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
63987,1289522,0.0,0.0,484,1.5597656249999998,11157.024793388431,22.55628891630613,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFfFrDKtEwAAAAAAAAAAAOQBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
18717,1290523,0.0,0.0,486,1.5662109375,11069.958847736627,22.729820615972756,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFfusBuxEwAAAAAAAAAAAOYBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
65004,1291524,0.0,0.0,486,1.5662109375,11069.958847736627,22.729820615972756,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFfxtAS1EwAAAAAAAAAAAOYBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
17655,1292525,0.0,0.0,485,1.56298828125,11113.402061855671,22.643038276407424,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFcbue24EwAAAAAAAAAAAOUBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
63958,1293526,0.0,0.0,484,1.5597656249999998,11157.024793388431,22.55628891630613,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFchvda8EwAAAAAAAAAAAOQBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
14495,1294527,0.0,0.0,485,1.56298828125,11113.402061855671,22.643038276407424,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFdJwb/AEwAAAAAAAAAAAOUBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
64961,1295528,0.0,0.0,485,1.56298828125,11113.402061855671,22.643038276407424,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,SFdexajEEwAAAAAAAAAAAOUBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
